image_id,relative_source_image_path,relative_xml_path,preview_path,object_count,small_box_count,duplicate_group_id,sampling_reason,review_status,reviewer_notes
levle0_120,data/raw/acne04/Classification/JPEGImages/levle0_120.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_120.xml,images/levle0_120.jpg,4,0,0831ea7a4bc5e0477d5b41eec0553130c4811d8eebb93fc2eb0ce584a7c4a963,duplicate_group:0831ea7a4bc5,Pending,
levle0_121,data/raw/acne04/Classification/JPEGImages/levle0_121.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_121.xml,images/levle0_121.jpg,5,0,828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5,duplicate_group:828240b5dd64,Pending,
levle0_123,data/raw/acne04/Classification/JPEGImages/levle0_123.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_123.xml,images/levle0_123.jpg,1,0,4cb2a60071e6d4a135c853b3785580895374341a900eddb38114d42677bf9218,duplicate_group:4cb2a60071e6,Pending,
levle0_131,data/raw/acne04/Classification/JPEGImages/levle0_131.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_131.xml,images/levle0_131.jpg,2,0,06b2c41628e227aa15415aba6aac881e47eb6c06d74bb9b0b592664e2a81b4a5,duplicate_group:06b2c41628e2,Pending,
levle0_132,data/raw/acne04/Classification/JPEGImages/levle0_132.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_132.xml,images/levle0_132.jpg,1,0,7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,duplicate_group:7c2e546505d3,Pending,
levle0_133,data/raw/acne04/Classification/JPEGImages/levle0_133.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_133.xml,images/levle0_133.jpg,1,0,7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,duplicate_group:7c2e546505d3,Pending,
levle0_172,data/raw/acne04/Classification/JPEGImages/levle0_172.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_172.xml,images/levle0_172.jpg,4,0,8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615,duplicate_group:8e219a67bbef,Pending,
levle0_185,data/raw/acne04/Classification/JPEGImages/levle0_185.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_185.xml,images/levle0_185.jpg,3,0,9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9,duplicate_group:9d1adbdaf192,Pending,
levle0_206,data/raw/acne04/Classification/JPEGImages/levle0_206.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_206.xml,images/levle0_206.jpg,1,0,5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b,duplicate_group:5a71adc2b690,Pending,
levle0_207,data/raw/acne04/Classification/JPEGImages/levle0_207.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_207.xml,images/levle0_207.jpg,1,0,b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045,duplicate_group:b257a192234a,Pending,
levle0_23,data/raw/acne04/Classification/JPEGImages/levle0_23.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_23.xml,images/levle0_23.jpg,2,0,f5e03bbf416d61a4530403f32db46b69f57b25f6f636781c6b37a45db42400aa,duplicate_group:f5e03bbf416d,Pending,
levle0_24,data/raw/acne04/Classification/JPEGImages/levle0_24.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_24.xml,images/levle0_24.jpg,3,0,06b2c41628e227aa15415aba6aac881e47eb6c06d74bb9b0b592664e2a81b4a5,duplicate_group:06b2c41628e2,Pending,
levle0_263,data/raw/acne04/Classification/JPEGImages/levle0_263.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_263.xml,images/levle0_263.jpg,1,0,f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4,duplicate_group:f3cdc89f4d87,Pending,
levle0_265,data/raw/acne04/Classification/JPEGImages/levle0_265.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_265.xml,images/levle0_265.jpg,1,0,59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67,duplicate_group:59ae260f2e1f,Pending,
levle0_342,data/raw/acne04/Classification/JPEGImages/levle0_342.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_342.xml,images/levle0_342.jpg,1,0,,seeded_random,Pending,
levle0_42,data/raw/acne04/Classification/JPEGImages/levle0_42.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_42.xml,images/levle0_42.jpg,2,0,2ccdae05d565fc9ef819d95265797441846727b73804094323902594a9ceadd2,duplicate_group:2ccdae05d565,Pending,
levle0_57,data/raw/acne04/Classification/JPEGImages/levle0_57.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_57.xml,images/levle0_57.jpg,5,0,,unusual_large_box,Pending,
levle0_59,data/raw/acne04/Classification/JPEGImages/levle0_59.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_59.xml,images/levle0_59.jpg,4,0,,unusual_large_box,Pending,
levle0_94,data/raw/acne04/Classification/JPEGImages/levle0_94.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_94.xml,images/levle0_94.jpg,1,0,2ccdae05d565fc9ef819d95265797441846727b73804094323902594a9ceadd2,duplicate_group:2ccdae05d565,Pending,
levle0_95,data/raw/acne04/Classification/JPEGImages/levle0_95.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_95.xml,images/levle0_95.jpg,1,0,5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b,duplicate_group:5a71adc2b690,Pending,
levle0_96,data/raw/acne04/Classification/JPEGImages/levle0_96.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_96.xml,images/levle0_96.jpg,1,0,f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4,duplicate_group:f3cdc89f4d87,Pending,
levle0_98,data/raw/acne04/Classification/JPEGImages/levle0_98.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_98.xml,images/levle0_98.jpg,2,0,af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743,duplicate_group:af8003fc89da,Pending,
levle0_99,data/raw/acne04/Classification/JPEGImages/levle0_99.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_99.xml,images/levle0_99.jpg,2,0,af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743,duplicate_group:af8003fc89da,Pending,
levle1_123,data/raw/acne04/Classification/JPEGImages/levle1_123.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_123.xml,images/levle1_123.jpg,10,0,,seeded_random,Pending,
levle1_129,data/raw/acne04/Classification/JPEGImages/levle1_129.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_129.xml,images/levle1_129.jpg,6,0,e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73,duplicate_group:e495c0ba4c91,Pending,
levle1_131,data/raw/acne04/Classification/JPEGImages/levle1_131.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_131.xml,images/levle1_131.jpg,11,0,b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe,duplicate_group:b538b91a3834,Pending,
levle1_132,data/raw/acne04/Classification/JPEGImages/levle1_132.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_132.xml,images/levle1_132.jpg,8,0,ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857,duplicate_group:ac383d9c0f7a,Pending,
levle1_133,data/raw/acne04/Classification/JPEGImages/levle1_133.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_133.xml,images/levle1_133.jpg,9,0,bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65,duplicate_group:bee488909730,Pending,
levle1_135,data/raw/acne04/Classification/JPEGImages/levle1_135.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_135.xml,images/levle1_135.jpg,7,0,6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4,duplicate_group:6dab728e8bfc,Pending,
levle1_136,data/raw/acne04/Classification/JPEGImages/levle1_136.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_136.xml,images/levle1_136.jpg,7,0,611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3,duplicate_group:611532acc5ec,Pending,
levle1_138,data/raw/acne04/Classification/JPEGImages/levle1_138.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_138.xml,images/levle1_138.jpg,8,0,b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b,duplicate_group:b25d783297ec,Pending,
levle1_140,data/raw/acne04/Classification/JPEGImages/levle1_140.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_140.xml,images/levle1_140.jpg,9,0,e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6,duplicate_group:e5927997a3ff,Pending,
levle1_145,data/raw/acne04/Classification/JPEGImages/levle1_145.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_145.xml,images/levle1_145.jpg,7,0,56f232f4433dd59a75104e2370b6d2367444046a071b10cee66b1da17bf7862e,duplicate_group:56f232f4433d,Pending,
levle1_157,data/raw/acne04/Classification/JPEGImages/levle1_157.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_157.xml,images/levle1_157.jpg,9,0,a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9,duplicate_group:a358d7cd91a8,Pending,
levle1_16,data/raw/acne04/Classification/JPEGImages/levle1_16.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_16.xml,images/levle1_16.jpg,9,0,5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea,duplicate_group:5b605bc92fcd,Pending,
levle1_161,data/raw/acne04/Classification/JPEGImages/levle1_161.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_161.xml,images/levle1_161.jpg,8,0,c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933,duplicate_group:c0a65e9715c2,Pending,
levle1_162,data/raw/acne04/Classification/JPEGImages/levle1_162.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_162.xml,images/levle1_162.jpg,10,0,d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc,duplicate_group:d6e18cb93723,Pending,
levle1_164,data/raw/acne04/Classification/JPEGImages/levle1_164.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_164.xml,images/levle1_164.jpg,7,0,a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef,duplicate_group:a83e345a1b84,Pending,
levle1_166,data/raw/acne04/Classification/JPEGImages/levle1_166.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_166.xml,images/levle1_166.jpg,7,0,85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6,duplicate_group:85ea30ada512,Pending,
levle1_20,data/raw/acne04/Classification/JPEGImages/levle1_20.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_20.xml,images/levle1_20.jpg,8,0,3fcb0f1627c6ad98df131b8f9c7ae10e9ba5d0e9599cf525ec54ce072ebcbfe5,duplicate_group:3fcb0f1627c6,Pending,
levle1_206,data/raw/acne04/Classification/JPEGImages/levle1_206.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_206.xml,images/levle1_206.jpg,6,0,e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73,duplicate_group:e495c0ba4c91,Pending,
levle1_209,data/raw/acne04/Classification/JPEGImages/levle1_209.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_209.xml,images/levle1_209.jpg,6,0,6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4,duplicate_group:6dab728e8bfc,Pending,
levle1_22,data/raw/acne04/Classification/JPEGImages/levle1_22.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_22.xml,images/levle1_22.jpg,7,0,e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7,duplicate_group:e6f1ca9fee7b,Pending,
levle1_23,data/raw/acne04/Classification/JPEGImages/levle1_23.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_23.xml,images/levle1_23.jpg,9,0,188f8fbae3b30080927c37f44890906e211578ec177ea2a3b021a166b252b09a,duplicate_group:188f8fbae3b3,Pending,
levle1_281,data/raw/acne04/Classification/JPEGImages/levle1_281.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_281.xml,images/levle1_281.jpg,9,0,56f232f4433dd59a75104e2370b6d2367444046a071b10cee66b1da17bf7862e,duplicate_group:56f232f4433d,Pending,
levle1_283,data/raw/acne04/Classification/JPEGImages/levle1_283.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_283.xml,images/levle1_283.jpg,11,0,8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615,duplicate_group:8e219a67bbef,Pending,
levle1_285,data/raw/acne04/Classification/JPEGImages/levle1_285.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_285.xml,images/levle1_285.jpg,9,0,a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9,duplicate_group:a358d7cd91a8,Pending,
levle1_286,data/raw/acne04/Classification/JPEGImages/levle1_286.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_286.xml,images/levle1_286.jpg,7,0,9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9,duplicate_group:9d1adbdaf192,Pending,
levle1_288,data/raw/acne04/Classification/JPEGImages/levle1_288.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_288.xml,images/levle1_288.jpg,11,0,c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933,duplicate_group:c0a65e9715c2,Pending,
levle1_289,data/raw/acne04/Classification/JPEGImages/levle1_289.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_289.xml,images/levle1_289.jpg,10,0,d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc,duplicate_group:d6e18cb93723,Pending,
levle1_291,data/raw/acne04/Classification/JPEGImages/levle1_291.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_291.xml,images/levle1_291.jpg,9,0,a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef,duplicate_group:a83e345a1b84,Pending,
levle1_292,data/raw/acne04/Classification/JPEGImages/levle1_292.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_292.xml,images/levle1_292.jpg,10,0,85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6,duplicate_group:85ea30ada512,Pending,
levle1_358,data/raw/acne04/Classification/JPEGImages/levle1_358.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_358.xml,images/levle1_358.jpg,6,0,e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6,duplicate_group:e5927997a3ff,Pending,
levle1_460,data/raw/acne04/Classification/JPEGImages/levle1_460.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_460.xml,images/levle1_460.jpg,9,0,b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b,duplicate_group:b25d783297ec,Pending,
levle1_485,data/raw/acne04/Classification/JPEGImages/levle1_485.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_485.xml,images/levle1_485.jpg,8,0,ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857,duplicate_group:ac383d9c0f7a,Pending,
levle1_486,data/raw/acne04/Classification/JPEGImages/levle1_486.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_486.xml,images/levle1_486.jpg,8,0,0831ea7a4bc5e0477d5b41eec0553130c4811d8eebb93fc2eb0ce584a7c4a963,duplicate_group:0831ea7a4bc5,Pending,
levle1_502,data/raw/acne04/Classification/JPEGImages/levle1_502.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_502.xml,images/levle1_502.jpg,7,0,,seeded_random,Pending,
levle1_503,data/raw/acne04/Classification/JPEGImages/levle1_503.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_503.xml,images/levle1_503.jpg,8,0,bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65,duplicate_group:bee488909730,Pending,
levle1_504,data/raw/acne04/Classification/JPEGImages/levle1_504.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_504.xml,images/levle1_504.jpg,7,0,828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5,duplicate_group:828240b5dd64,Pending,
levle1_54,data/raw/acne04/Classification/JPEGImages/levle1_54.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_54.xml,images/levle1_54.jpg,9,0,611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3,duplicate_group:611532acc5ec,Pending,
levle1_572,data/raw/acne04/Classification/JPEGImages/levle1_572.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_572.xml,images/levle1_572.jpg,11,0,2666ed0601e6579477889e5671972520bf5bd766ed6ac383d51c44107f46606a,duplicate_group:2666ed0601e6,Pending,
levle1_573,data/raw/acne04/Classification/JPEGImages/levle1_573.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_573.xml,images/levle1_573.jpg,16,0,6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485,duplicate_group:6bbc2d30d4bb,Pending,
levle1_574,data/raw/acne04/Classification/JPEGImages/levle1_574.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_574.xml,images/levle1_574.jpg,7,0,2666ed0601e6579477889e5671972520bf5bd766ed6ac383d51c44107f46606a,duplicate_group:2666ed0601e6,Pending,
levle1_575,data/raw/acne04/Classification/JPEGImages/levle1_575.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_575.xml,images/levle1_575.jpg,15,0,6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485,duplicate_group:6bbc2d30d4bb,Pending,
levle1_610,data/raw/acne04/Classification/JPEGImages/levle1_610.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_610.xml,images/levle1_610.jpg,9,0,af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971,duplicate_group:af66359e36ac,Pending,
levle1_611,data/raw/acne04/Classification/JPEGImages/levle1_611.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_611.xml,images/levle1_611.jpg,11,0,af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971,duplicate_group:af66359e36ac,Pending,
levle1_72,data/raw/acne04/Classification/JPEGImages/levle1_72.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_72.xml,images/levle1_72.jpg,8,0,,unusual_large_box,Pending,
levle2_128,data/raw/acne04/Classification/JPEGImages/levle2_128.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_128.xml,images/levle2_128.jpg,14,0,b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe,duplicate_group:b538b91a3834,Pending,
levle2_150,data/raw/acne04/Classification/JPEGImages/levle2_150.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_150.xml,images/levle2_150.jpg,21,0,5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea,duplicate_group:5b605bc92fcd,Pending,
levle2_151,data/raw/acne04/Classification/JPEGImages/levle2_151.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_151.xml,images/levle2_151.jpg,24,0,3fcb0f1627c6ad98df131b8f9c7ae10e9ba5d0e9599cf525ec54ce072ebcbfe5,duplicate_group:3fcb0f1627c6,Pending,
levle2_152,data/raw/acne04/Classification/JPEGImages/levle2_152.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_152.xml,images/levle2_152.jpg,22,0,e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7,duplicate_group:e6f1ca9fee7b,Pending,
levle2_153,data/raw/acne04/Classification/JPEGImages/levle2_153.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_153.xml,images/levle2_153.jpg,24,0,188f8fbae3b30080927c37f44890906e211578ec177ea2a3b021a166b252b09a,duplicate_group:188f8fbae3b3,Pending,
levle2_162,data/raw/acne04/Classification/JPEGImages/levle2_162.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_162.xml,images/levle2_162.jpg,21,0,,unusual_aspect_ratio,Pending,
levle2_174,data/raw/acne04/Classification/JPEGImages/levle2_174.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_174.xml,images/levle2_174.jpg,30,0,,unusual_aspect_ratio,Pending,
levle2_179,data/raw/acne04/Classification/JPEGImages/levle2_179.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_179.xml,images/levle2_179.jpg,21,0,,unusual_large_box,Pending,
levle2_7,data/raw/acne04/Classification/JPEGImages/levle2_7.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_7.xml,images/levle2_7.jpg,42,28,,contains_very_small_box,Pending,
levle2_70,data/raw/acne04/Classification/JPEGImages/levle2_70.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_70.xml,images/levle2_70.jpg,30,0,46417b44b16e0aac18cf592947a2d6e2f6f4ea48bd5b1bf6c8b4893c0fab7533,duplicate_group:46417b44b16e,Pending,
levle2_72,data/raw/acne04/Classification/JPEGImages/levle2_72.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_72.xml,images/levle2_72.jpg,25,0,fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042,duplicate_group:fb7acfc40426,Pending,
levle2_96,data/raw/acne04/Classification/JPEGImages/levle2_96.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_96.xml,images/levle2_96.jpg,22,0,46417b44b16e0aac18cf592947a2d6e2f6f4ea48bd5b1bf6c8b4893c0fab7533,duplicate_group:46417b44b16e,Pending,
levle2_97,data/raw/acne04/Classification/JPEGImages/levle2_97.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_97.xml,images/levle2_97.jpg,24,0,fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042,duplicate_group:fb7acfc40426,Pending,
levle3_0,data/raw/acne04/Classification/JPEGImages/levle3_0.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_0.xml,images/levle3_0.jpg,64,46,,contains_very_small_box,Pending,
levle3_10,data/raw/acne04/Classification/JPEGImages/levle3_10.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_10.xml,images/levle3_10.jpg,65,2,,highest_object_count,Pending,
levle3_102,data/raw/acne04/Classification/JPEGImages/levle3_102.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_102.xml,images/levle3_102.jpg,65,0,,highest_object_count,Pending,
levle3_109,data/raw/acne04/Classification/JPEGImages/levle3_109.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_109.xml,images/levle3_109.jpg,52,22,acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6,duplicate_group:acf8394dd155,Pending,
levle3_111,data/raw/acne04/Classification/JPEGImages/levle3_111.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_111.xml,images/levle3_111.jpg,62,0,,unusual_aspect_ratio,Pending,
levle3_114,data/raw/acne04/Classification/JPEGImages/levle3_114.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_114.xml,images/levle3_114.jpg,52,0,,unusual_aspect_ratio,Pending,
levle3_115,data/raw/acne04/Classification/JPEGImages/levle3_115.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_115.xml,images/levle3_115.jpg,65,0,,highest_object_count,Pending,
