duplicate_group_id,image_id,relative_source_image_path,relative_xml_path,preview_path,annotation_fingerprint,group_fingerprints_identical,review_status,reviewer_notes
3fcb0f1627c6ad98df131b8f9c7ae10e9ba5d0e9599cf525ec54ce072ebcbfe5,levle2_151,data/raw/acne04/Classification/JPEGImages/levle2_151.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_151.xml,images/levle2_151.jpg,4bcf14f6c7c101c8f01b28e51124fa312b24ed65a6bf3d0eab355f8f87757f83,no,Pending,
46417b44b16e0aac18cf592947a2d6e2f6f4ea48bd5b1bf6c8b4893c0fab7533,levle2_70,data/raw/acne04/Classification/JPEGImages/levle2_70.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_70.xml,images/levle2_70.jpg,dc42167da4a016b826244a7ecda033805c7b78e0f6ea19d1855ab9a1aaffe747,no,Pending,
46417b44b16e0aac18cf592947a2d6e2f6f4ea48bd5b1bf6c8b4893c0fab7533,levle2_96,data/raw/acne04/Classification/JPEGImages/levle2_96.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_96.xml,images/levle2_96.jpg,29bd73742d425a673a7901928f8811ed1e1c1c9416f1bf2e00757a47e2415c38,no,Pending,
4cb2a60071e6d4a135c853b3785580895374341a900eddb38114d42677bf9218,levle0_119,data/raw/acne04/Classification/JPEGImages/levle0_119.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_119.xml,images/levle0_119.jpg,3fa7dc4ed316a3a2bba34ff8378f6bd9d5073c1af3864c9ccb52de614a5cccda,no,Pending,
4cb2a60071e6d4a135c853b3785580895374341a900eddb38114d42677bf9218,levle0_123,data/raw/acne04/Classification/JPEGImages/levle0_123.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_123.xml,images/levle0_123.jpg,b4743704f52243c42cb61e37446e7ddd6fe53f19ff7eea4ed7152e0fb0828f71,no,Pending,
56f232f4433dd59a75104e2370b6d2367444046a071b10cee66b1da17bf7862e,levle1_145,data/raw/acne04/Classification/JPEGImages/levle1_145.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_145.xml,images/levle1_145.jpg,09363652674b69958f80f65ae3d94159a420802a4a90ce7b13c5f771588f83ab,no,Pending,
56f232f4433dd59a75104e2370b6d2367444046a071b10cee66b1da17bf7862e,levle1_281,data/raw/acne04/Classification/JPEGImages/levle1_281.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_281.xml,images/levle1_281.jpg,fde9a7392e26f783037b05f13201681546134748900ae9a8df694afb05e18ca5,no,Pending,
59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67,levle0_118,data/raw/acne04/Classification/JPEGImages/levle0_118.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_118.xml,images/levle0_118.jpg,b2d467301edacd50391f6b2f200abf56eb460cb4e75279f52cf48322dda6697a,no,Pending,
59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67,levle0_265,data/raw/acne04/Classification/JPEGImages/levle0_265.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_265.xml,images/levle0_265.jpg,790e3fee745bc0f1443756c860d6464f162d046049f9acd2e90d55328e592eb4,no,Pending,
5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b,levle0_206,data/raw/acne04/Classification/JPEGImages/levle0_206.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_206.xml,images/levle0_206.jpg,98fa1cea5b4865b9936fc1594d371d1fc291a309daad39161263cfb4ebf94e4f,no,Pending,
5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b,levle0_95,data/raw/acne04/Classification/JPEGImages/levle0_95.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_95.xml,images/levle0_95.jpg,cbfae1f8eb1f4fc19783159581ac38ce9007ae48569af6dec6061a3be5863aa8,no,Pending,
5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea,levle1_16,data/raw/acne04/Classification/JPEGImages/levle1_16.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_16.xml,images/levle1_16.jpg,c76e8afa5a56295e0111d3a1f88e1a0b058274f9a7495b5b4533c9acfcee67b4,no,Pending,
5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea,levle2_150,data/raw/acne04/Classification/JPEGImages/levle2_150.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_150.xml,images/levle2_150.jpg,b1569bacaa0abc8d8b0e3d181d29f52492452db44728b081ec9bcfc0b314a1a4,no,Pending,
611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3,levle1_136,data/raw/acne04/Classification/JPEGImages/levle1_136.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_136.xml,images/levle1_136.jpg,bc8ff4aa00e6e4d8a00172c91e310c100bd774217275bab72e618913d281efcc,no,Pending,
611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3,levle1_54,data/raw/acne04/Classification/JPEGImages/levle1_54.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_54.xml,images/levle1_54.jpg,9847ac863727dadfca6a7bb9e1bc006a821b35722057e1003a2c65a15f23ae05,no,Pending,
6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485,levle1_573,data/raw/acne04/Classification/JPEGImages/levle1_573.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_573.xml,images/levle1_573.jpg,7d1e5d97ccef82b90bcbffdb34342edd5b2b16bd57e1ff0b03c22d1479b737a5,no,Pending,
6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485,levle1_575,data/raw/acne04/Classification/JPEGImages/levle1_575.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_575.xml,images/levle1_575.jpg,aec887432536a20c136dac6f9dbf8445bdb1f8674edaea9166489478315cff86,no,Pending,
6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4,levle1_135,data/raw/acne04/Classification/JPEGImages/levle1_135.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_135.xml,images/levle1_135.jpg,064488238816e887db64953592f36e62acc464b0b63cf56380ad72c93a4e14a2,no,Pending,
6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4,levle1_209,data/raw/acne04/Classification/JPEGImages/levle1_209.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_209.xml,images/levle1_209.jpg,d5e99bd6f6a73931726fae3b76481ce939c9d07a15203e7201af2e081dac164c,no,Pending,
7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,levle0_132,data/raw/acne04/Classification/JPEGImages/levle0_132.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_132.xml,images/levle0_132.jpg,24cf492f03106aa8f5164f8cee4362a0ffaf983c55ca24a7f9da410abd6c9868,no,Pending,
7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,levle0_133,data/raw/acne04/Classification/JPEGImages/levle0_133.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_133.xml,images/levle0_133.jpg,4af1ed093a3076af17299f2401eb3cdf68ba6dafe40b6d53980d729562a841e6,no,Pending,
828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5,levle0_121,data/raw/acne04/Classification/JPEGImages/levle0_121.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_121.xml,images/levle0_121.jpg,93b3bb28bf91fad2df86e295702a3ece4fb9c5bc2cfe64ce6a5ac2eae0e76f07,no,Pending,
828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5,levle1_504,data/raw/acne04/Classification/JPEGImages/levle1_504.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_504.xml,images/levle1_504.jpg,3c4aee417032d368ada074882323666a805d73b1753eee18bc5b555597a678eb,no,Pending,
85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6,levle1_166,data/raw/acne04/Classification/JPEGImages/levle1_166.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_166.xml,images/levle1_166.jpg,e64d80959a7b8efad112a29140bf76049899802f994c53eaae8106fb4c5ebd4d,no,Pending,
85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6,levle1_292,data/raw/acne04/Classification/JPEGImages/levle1_292.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_292.xml,images/levle1_292.jpg,06a11470987e7dbcf254eb2104f8189f32ce88d20d3ed600fabcbed692b37c57,no,Pending,
8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615,levle0_172,data/raw/acne04/Classification/JPEGImages/levle0_172.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_172.xml,images/levle0_172.jpg,0985607a1d6b4a134995fd80e996c0c37b196edae429b7b935803f76bd82cfed,no,Pending,
8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615,levle1_283,data/raw/acne04/Classification/JPEGImages/levle1_283.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_283.xml,images/levle1_283.jpg,d553784c23bf4f177e4e4847ed890aeb252a98562817f6e7c25cf00ebb8e84d4,no,Pending,
9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9,levle0_185,data/raw/acne04/Classification/JPEGImages/levle0_185.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_185.xml,images/levle0_185.jpg,e37e8c6eedec3630fdf53258b8b9bd4e1369a369aedd0b4bfdc60ca648868472,no,Pending,
9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9,levle1_286,data/raw/acne04/Classification/JPEGImages/levle1_286.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_286.xml,images/levle1_286.jpg,0487ca11e7ecd82879851eef7e7e0e6f7b92a5c14f7572fef5241ae84ebd3cbc,no,Pending,
a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9,levle1_157,data/raw/acne04/Classification/JPEGImages/levle1_157.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_157.xml,images/levle1_157.jpg,f4b96a087e2584898f57f4dee156ed27c697aed70fee8384aeda6c40d5daa736,no,Pending,
a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9,levle1_285,data/raw/acne04/Classification/JPEGImages/levle1_285.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_285.xml,images/levle1_285.jpg,cb8b8e0649cd926f8f4f61dd0a869f6b94a912445c8c3b5aa913932c711e56b0,no,Pending,
a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef,levle1_164,data/raw/acne04/Classification/JPEGImages/levle1_164.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_164.xml,images/levle1_164.jpg,2480cd36d4179a5861cecd5eb6526a05615b7045dda089a4c728b62d4e87efea,no,Pending,
a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef,levle1_291,data/raw/acne04/Classification/JPEGImages/levle1_291.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_291.xml,images/levle1_291.jpg,a66d9ca671f1fa7364a32b9809f891c4f679d1ff09a5fecc0fdd4a70454e3015,no,Pending,
ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857,levle1_132,data/raw/acne04/Classification/JPEGImages/levle1_132.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_132.xml,images/levle1_132.jpg,a706ff9cae40edbc4b8c9ce98d9c82485cd8772ae1eacfcf5638fb2a19688236,no,Pending,
ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857,levle1_485,data/raw/acne04/Classification/JPEGImages/levle1_485.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_485.xml,images/levle1_485.jpg,339d95c21c3d84507fe9b9ae915bdfc7d4a108bb0fb08f49566f744c1dd0a3d7,no,Pending,
acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6,levle3_109,data/raw/acne04/Classification/JPEGImages/levle3_109.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_109.xml,images/levle3_109.jpg,dfc64433484d97a71c21423604c209ce8b2143afb64ec92e965c0de800f8ec24,no,Pending,
acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6,levle3_140,data/raw/acne04/Classification/JPEGImages/levle3_140.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_140.xml,images/levle3_140.jpg,45fe138e5d87261ec4fb1765d09ae5b7f8d5f155945188eb0dddaf1f5fb52f0f,no,Pending,
af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971,levle1_610,data/raw/acne04/Classification/JPEGImages/levle1_610.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_610.xml,images/levle1_610.jpg,4b389edc269d8418df3992a527e1ae04610eb7219969885b631a8cea5cf2208f,no,Pending,
af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971,levle1_611,data/raw/acne04/Classification/JPEGImages/levle1_611.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_611.xml,images/levle1_611.jpg,d8650bf7d560a483f9662548b01872e93b55827d21307b30e76e05a42b815670,no,Pending,
af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743,levle0_98,data/raw/acne04/Classification/JPEGImages/levle0_98.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_98.xml,images/levle0_98.jpg,01f0d7e0584775be61675d491babe8fbf033dc841e665fca7f58657fee718f65,no,Pending,
af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743,levle0_99,data/raw/acne04/Classification/JPEGImages/levle0_99.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_99.xml,images/levle0_99.jpg,681a5df6559620138d572c3a647b2e2a95be25a85b8f1e134e6d899898f1de9e,no,Pending,
b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045,levle0_117,data/raw/acne04/Classification/JPEGImages/levle0_117.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_117.xml,images/levle0_117.jpg,7273a97f35caea332583ede701e10cf62ac45ab577ad14650a591f7cbf7cb0fd,no,Pending,
b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045,levle0_207,data/raw/acne04/Classification/JPEGImages/levle0_207.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_207.xml,images/levle0_207.jpg,acd3707420c66d948990b14cd3a5d04155ce7c81044cbfa3df6abd65167ed23f,no,Pending,
b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b,levle1_138,data/raw/acne04/Classification/JPEGImages/levle1_138.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_138.xml,images/levle1_138.jpg,c913c349eb17739c7c2d5d1c4f76726558e3989779013c399f56972307282854,no,Pending,
b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b,levle1_460,data/raw/acne04/Classification/JPEGImages/levle1_460.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_460.xml,images/levle1_460.jpg,8fadc8164779fee9241e37afda6eeb41c98cbd8b41699337743cdb90503bf4c7,no,Pending,
b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe,levle1_131,data/raw/acne04/Classification/JPEGImages/levle1_131.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_131.xml,images/levle1_131.jpg,b2587a44e2c81d33fe0ba96431b5f887e69448213d478ce203efc95995dcc959,no,Pending,
b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe,levle2_128,data/raw/acne04/Classification/JPEGImages/levle2_128.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_128.xml,images/levle2_128.jpg,ad4ed70517fdaa0840e110ae83eb9db395366bd37ce06ab03f7d947b65a8627b,no,Pending,
bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65,levle1_133,data/raw/acne04/Classification/JPEGImages/levle1_133.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_133.xml,images/levle1_133.jpg,02c1f58b7ad668d04405b98ce996f2a42373f12271cf6b5be4f2f58316b122cc,no,Pending,
bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65,levle1_503,data/raw/acne04/Classification/JPEGImages/levle1_503.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_503.xml,images/levle1_503.jpg,49e1557ba4c8ecc8c0fc54faa4b84a3f6859e71638a2d2fd84fc4ce201a63d27,no,Pending,
c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933,levle1_161,data/raw/acne04/Classification/JPEGImages/levle1_161.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_161.xml,images/levle1_161.jpg,eb475dd83cde68051a49b76f8fbc4f1711a63d4550a1d95f378c87ecf69e2713,no,Pending,
c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933,levle1_288,data/raw/acne04/Classification/JPEGImages/levle1_288.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_288.xml,images/levle1_288.jpg,77fa43dfd142a1bc8735d899f02e7b7c62c7ea2d7c65b9205ee6b7ea707ec251,no,Pending,
d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc,levle1_162,data/raw/acne04/Classification/JPEGImages/levle1_162.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_162.xml,images/levle1_162.jpg,7195562b505c57a392424d2212a08b294acb8febf6e0fe92d9a06707a5db62f4,no,Pending,
d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc,levle1_289,data/raw/acne04/Classification/JPEGImages/levle1_289.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_289.xml,images/levle1_289.jpg,8f952c4bbbde7ab8bfaf3d0e88329cbca631d560e07ea17c39c6d50312eee668,no,Pending,
e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73,levle1_129,data/raw/acne04/Classification/JPEGImages/levle1_129.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_129.xml,images/levle1_129.jpg,88b5bf4d05a7509b1f489c316cf1df8c957c5d39175524dd2dea530131f03020,no,Pending,
e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73,levle1_206,data/raw/acne04/Classification/JPEGImages/levle1_206.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_206.xml,images/levle1_206.jpg,6c91291d483f7717c5d435200c62b48d5ce36cd52a2dedd0b9ddc3acad581b7c,no,Pending,
e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6,levle1_140,data/raw/acne04/Classification/JPEGImages/levle1_140.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_140.xml,images/levle1_140.jpg,b2483a91275b359e174c6bd6ca0c831c2c2882dd074d45d690b418fd197f6457,no,Pending,
e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6,levle1_358,data/raw/acne04/Classification/JPEGImages/levle1_358.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_358.xml,images/levle1_358.jpg,042610d167b05cffb7d1311883e455ef98839cf37214bfe1e4ac10e7de53526a,no,Pending,
e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7,levle1_22,data/raw/acne04/Classification/JPEGImages/levle1_22.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle1_22.xml,images/levle1_22.jpg,0b0e00ceefe7b4949412f81a85f834bc7cc2a13907d85110dcc7bef20566d040,no,Pending,
e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7,levle2_152,data/raw/acne04/Classification/JPEGImages/levle2_152.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_152.xml,images/levle2_152.jpg,51c41355203499a2fb9b976c43bb8bc503fc2fa57e63675ec151d05472e6ab8f,no,Pending,
f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4,levle0_263,data/raw/acne04/Classification/JPEGImages/levle0_263.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_263.xml,images/levle0_263.jpg,8a704416a34ceb45f9fd539c0f7d18b150903d0b7207bed174beb32ebed03062,no,Pending,
f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4,levle0_96,data/raw/acne04/Classification/JPEGImages/levle0_96.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_96.xml,images/levle0_96.jpg,d86de0eaeb791372e0c8ff9a9c15c0f9229a97ed1e4558f60b889aee4e1ad6a5,no,Pending,
f5e03bbf416d61a4530403f32db46b69f57b25f6f636781c6b37a45db42400aa,levle0_116,data/raw/acne04/Classification/JPEGImages/levle0_116.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_116.xml,images/levle0_116.jpg,6f235fa5bacbdb421ff25a90d8ff3d4dca73ad3ffdb70528e63e577bf233f3f6,no,Pending,
f5e03bbf416d61a4530403f32db46b69f57b25f6f636781c6b37a45db42400aa,levle0_23,data/raw/acne04/Classification/JPEGImages/levle0_23.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_23.xml,images/levle0_23.jpg,fc9b7e5bfc64f9b7568650a3a24ce9cd372064454c958523a5e5c84da00e9b5d,no,Pending,
fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042,levle2_72,data/raw/acne04/Classification/JPEGImages/levle2_72.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_72.xml,images/levle2_72.jpg,71144468128d6dac6d5335c2262ae85eeb09927d80455c0d400f390b01c73918,no,Pending,
fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042,levle2_97,data/raw/acne04/Classification/JPEGImages/levle2_97.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle2_97.xml,images/levle2_97.jpg,991ea7190075c012ca1f2e512bc080dc3ae34cd99f1d210327ba0c56e94992c5,no,Pending,
