path,detail
../../Classification/JPEGImages/levle1_281.jpg,Duplicate SHA-256 group: 56f232f4433dd59a75104e2370b6d2367444046a071b10cee66b1da17bf7862e.
../../Classification/JPEGImages/levle0_118.jpg,Duplicate SHA-256 group: 59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67.
../../Classification/JPEGImages/levle0_265.jpg,Duplicate SHA-256 group: 59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67.
../../Classification/JPEGImages/levle0_206.jpg,Duplicate SHA-256 group: 5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b.
../../Classification/JPEGImages/levle0_95.jpg,Duplicate SHA-256 group: 5a71adc2b690cdedde439890ed1ae950c16f1cc58cef93b90b37781256dbce1b.
../../Classification/JPEGImages/levle1_16.jpg,Duplicate SHA-256 group: 5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea.
../../Classification/JPEGImages/levle2_150.jpg,Duplicate SHA-256 group: 5b605bc92fcd022a9193bbdf5c9e0ac18bce8da4e29df9a6731b1bb46dcd1eea.
../../Classification/JPEGImages/levle1_136.jpg,Duplicate SHA-256 group: 611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3.
../../Classification/JPEGImages/levle1_54.jpg,Duplicate SHA-256 group: 611532acc5ec2bf348ef5c4188532e15c8de490178c8b33cdc8fc972d2fb64d3.
../../Classification/JPEGImages/levle1_573.jpg,Duplicate SHA-256 group: 6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485.
../../Classification/JPEGImages/levle1_575.jpg,Duplicate SHA-256 group: 6bbc2d30d4bb10853d24f732a29fe7cba57df0628ce087cc02a9b3ddce8dc485.
../../Classification/JPEGImages/levle1_135.jpg,Duplicate SHA-256 group: 6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4.
../../Classification/JPEGImages/levle1_209.jpg,Duplicate SHA-256 group: 6dab728e8bfca66d940a03e8f880b31598ca6b0fa8d16bca7b766a03953e0fa4.
../../Classification/JPEGImages/levle0_132.jpg,Duplicate SHA-256 group: 7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1.
../../Classification/JPEGImages/levle0_133.jpg,Duplicate SHA-256 group: 7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1.
../../Classification/JPEGImages/levle0_121.jpg,Duplicate SHA-256 group: 828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5.
../../Classification/JPEGImages/levle1_504.jpg,Duplicate SHA-256 group: 828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5.
../../Classification/JPEGImages/levle1_166.jpg,Duplicate SHA-256 group: 85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6.
../../Classification/JPEGImages/levle1_292.jpg,Duplicate SHA-256 group: 85ea30ada51213b9e42f13611eb085c8a0be1b7e8d68861a2a73fa0cf7839ed6.
../../Classification/JPEGImages/levle0_172.jpg,Duplicate SHA-256 group: 8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615.
../../Classification/JPEGImages/levle1_283.jpg,Duplicate SHA-256 group: 8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615.
../../Classification/JPEGImages/levle0_185.jpg,Duplicate SHA-256 group: 9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9.
../../Classification/JPEGImages/levle1_286.jpg,Duplicate SHA-256 group: 9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9.
../../Classification/JPEGImages/levle1_157.jpg,Duplicate SHA-256 group: a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9.
../../Classification/JPEGImages/levle1_285.jpg,Duplicate SHA-256 group: a358d7cd91a81d928c821574c00a6ccbe747a2edcad4661c7970284a9d6d5ba9.
../../Classification/JPEGImages/levle1_164.jpg,Duplicate SHA-256 group: a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef.
../../Classification/JPEGImages/levle1_291.jpg,Duplicate SHA-256 group: a83e345a1b8432e7a4b192ecd8df57d898430f57f7b03aad8c115d719a362bef.
../../Classification/JPEGImages/levle1_132.jpg,Duplicate SHA-256 group: ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857.
../../Classification/JPEGImages/levle1_485.jpg,Duplicate SHA-256 group: ac383d9c0f7a262ea2a61061ff5c4040615fde79388aaa9076be884550281857.
../../Classification/JPEGImages/levle3_109.jpg,Duplicate SHA-256 group: acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6.
../../Classification/JPEGImages/levle3_140.jpg,Duplicate SHA-256 group: acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6.
../../Classification/JPEGImages/levle1_610.jpg,Duplicate SHA-256 group: af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971.
../../Classification/JPEGImages/levle1_611.jpg,Duplicate SHA-256 group: af66359e36acb57b34e05a2afdcecc11f2e79d77d86da66bae0197b7875c5971.
../../Classification/JPEGImages/levle0_98.jpg,Duplicate SHA-256 group: af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743.
../../Classification/JPEGImages/levle0_99.jpg,Duplicate SHA-256 group: af8003fc89da8bb87c30596ab5a84e7e90843b935e38adbdd5485880095de743.
../../Classification/JPEGImages/levle0_117.jpg,Duplicate SHA-256 group: b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045.
../../Classification/JPEGImages/levle0_207.jpg,Duplicate SHA-256 group: b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045.
../../Classification/JPEGImages/levle1_138.jpg,Duplicate SHA-256 group: b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b.
../../Classification/JPEGImages/levle1_460.jpg,Duplicate SHA-256 group: b25d783297ecffaacce4206049d1c91c1be56df59a47008f6cb95fb46dbb497b.
../../Classification/JPEGImages/levle1_131.jpg,Duplicate SHA-256 group: b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe.
../../Classification/JPEGImages/levle2_128.jpg,Duplicate SHA-256 group: b538b91a3834cc61f2bae23436e14c79dc7695f268b9faed486bcafca0ba87fe.
../../Classification/JPEGImages/levle1_133.jpg,Duplicate SHA-256 group: bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65.
../../Classification/JPEGImages/levle1_503.jpg,Duplicate SHA-256 group: bee48890973035c00481b8ccb33e15b76b0d0d9ba2599e86c0b4f1af3fbeaf65.
../../Classification/JPEGImages/levle1_161.jpg,Duplicate SHA-256 group: c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933.
../../Classification/JPEGImages/levle1_288.jpg,Duplicate SHA-256 group: c0a65e9715c24491a9cf3bbadbf88e06ebe4e5040ebaffdf9d70f997995c7933.
../../Classification/JPEGImages/levle1_162.jpg,Duplicate SHA-256 group: d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc.
../../Classification/JPEGImages/levle1_289.jpg,Duplicate SHA-256 group: d6e18cb937238b07c43af479b2452d79e1d32c4925b98b726f5e14721d848edc.
../../Classification/JPEGImages/levle1_129.jpg,Duplicate SHA-256 group: e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73.
../../Classification/JPEGImages/levle1_206.jpg,Duplicate SHA-256 group: e495c0ba4c919bc4392bba4fafe3036fa8df7b9fb54a6ffb54f04b05cc4f1d73.
../../Classification/JPEGImages/levle1_140.jpg,Duplicate SHA-256 group: e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6.
../../Classification/JPEGImages/levle1_358.jpg,Duplicate SHA-256 group: e5927997a3ff6d90155559c5ef3d7bca1eeb6c7b10fef464dbf1a3b8694893c6.
../../Classification/JPEGImages/levle1_22.jpg,Duplicate SHA-256 group: e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7.
../../Classification/JPEGImages/levle2_152.jpg,Duplicate SHA-256 group: e6f1ca9fee7ba325b431b4d8b9479f5ffe08614b6e9ddefa7e11d3f0401aa1f7.
../../Classification/JPEGImages/levle0_263.jpg,Duplicate SHA-256 group: f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4.
../../Classification/JPEGImages/levle0_96.jpg,Duplicate SHA-256 group: f3cdc89f4d872cf7d23832684598b638bfa78b4b716bc061a41e7b1eed017ae4.
../../Classification/JPEGImages/levle0_116.jpg,Duplicate SHA-256 group: f5e03bbf416d61a4530403f32db46b69f57b25f6f636781c6b37a45db42400aa.
../../Classification/JPEGImages/levle0_23.jpg,Duplicate SHA-256 group: f5e03bbf416d61a4530403f32db46b69f57b25f6f636781c6b37a45db42400aa.
../../Classification/JPEGImages/levle2_72.jpg,Duplicate SHA-256 group: fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042.
../../Classification/JPEGImages/levle2_97.jpg,Duplicate SHA-256 group: fb7acfc404266134438b0e34714416700ae62d723b62e887df9c5ab899f42042.
