path,detail
Annotations/levle2_7.xml,"Object 34: width=14, height=9; threshold=10px."
Annotations/levle2_7.xml,"Object 36: width=8, height=9; threshold=10px."
Annotations/levle2_7.xml,"Object 37: width=6, height=7; threshold=10px."
Annotations/levle2_7.xml,"Object 38: width=10, height=8; threshold=10px."
Annotations/levle2_7.xml,"Object 39: width=12, height=10; threshold=10px."
Annotations/levle2_7.xml,"Object 40: width=15, height=10; threshold=10px."
Annotations/levle2_7.xml,"Object 41: width=10, height=9; threshold=10px."
Annotations/levle2_7.xml,"Object 42: width=10, height=11; threshold=10px."
Annotations/levle2_89.xml,"Object 1: width=6, height=9; threshold=10px."
Annotations/levle2_89.xml,"Object 2: width=9, height=10; threshold=10px."
Annotations/levle2_89.xml,"Object 4: width=6, height=10; threshold=10px."
Annotations/levle2_89.xml,"Object 5: width=8, height=12; threshold=10px."
Annotations/levle2_89.xml,"Object 7: width=11, height=9; threshold=10px."
Annotations/levle2_89.xml,"Object 9: width=13, height=8; threshold=10px."
Annotations/levle2_89.xml,"Object 10: width=9, height=10; threshold=10px."
Annotations/levle2_89.xml,"Object 12: width=14, height=10; threshold=10px."
Annotations/levle2_89.xml,"Object 17: width=13, height=8; threshold=10px."
Annotations/levle2_89.xml,"Object 24: width=19, height=10; threshold=10px."
Annotations/levle2_90.xml,"Object 2: width=10, height=13; threshold=10px."
Annotations/levle2_90.xml,"Object 4: width=7, height=10; threshold=10px."
Annotations/levle2_90.xml,"Object 7: width=11, height=10; threshold=10px."
Annotations/levle2_90.xml,"Object 8: width=6, height=14; threshold=10px."
Annotations/levle2_90.xml,"Object 14: width=13, height=10; threshold=10px."
Annotations/levle2_90.xml,"Object 15: width=11, height=9; threshold=10px."
Annotations/levle2_90.xml,"Object 16: width=9, height=12; threshold=10px."
Annotations/levle2_90.xml,"Object 18: width=11, height=9; threshold=10px."
Annotations/levle2_90.xml,"Object 19: width=8, height=13; threshold=10px."
Annotations/levle2_90.xml,"Object 22: width=15, height=10; threshold=10px."
Annotations/levle2_90.xml,"Object 23: width=12, height=9; threshold=10px."
Annotations/levle2_90.xml,"Object 24: width=10, height=8; threshold=10px."
Annotations/levle2_90.xml,"Object 25: width=10, height=11; threshold=10px."
Annotations/levle2_90.xml,"Object 26: width=8, height=13; threshold=10px."
Annotations/levle2_92.xml,"Object 1: width=5, height=7; threshold=10px."
Annotations/levle2_92.xml,"Object 2: width=8, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 3: width=8, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 4: width=14, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 5: width=7, height=7; threshold=10px."
Annotations/levle2_92.xml,"Object 6: width=9, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 7: width=6, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 8: width=7, height=7; threshold=10px."
Annotations/levle2_92.xml,"Object 9: width=9, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 10: width=8, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 11: width=8, height=12; threshold=10px."
Annotations/levle2_92.xml,"Object 12: width=8, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 13: width=8, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 14: width=7, height=7; threshold=10px."
Annotations/levle2_92.xml,"Object 15: width=9, height=7; threshold=10px."
Annotations/levle2_92.xml,"Object 17: width=7, height=6; threshold=10px."
Annotations/levle2_92.xml,"Object 18: width=10, height=9; threshold=10px."
Annotations/levle2_92.xml,"Object 20: width=9, height=5; threshold=10px."
Annotations/levle2_92.xml,"Object 21: width=9, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 22: width=11, height=10; threshold=10px."
Annotations/levle2_92.xml,"Object 24: width=9, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 25: width=5, height=8; threshold=10px."
Annotations/levle2_92.xml,"Object 26: width=6, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 2: width=8, height=11; threshold=10px."
Annotations/levle2_93.xml,"Object 4: width=10, height=10; threshold=10px."
Annotations/levle2_93.xml,"Object 5: width=11, height=7; threshold=10px."
Annotations/levle2_93.xml,"Object 7: width=7, height=12; threshold=10px."
Annotations/levle2_93.xml,"Object 8: width=10, height=10; threshold=10px."
Annotations/levle2_93.xml,"Object 9: width=8, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 10: width=6, height=8; threshold=10px."
Annotations/levle2_93.xml,"Object 12: width=9, height=8; threshold=10px."
Annotations/levle2_93.xml,"Object 13: width=9, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 15: width=7, height=12; threshold=10px."
Annotations/levle2_93.xml,"Object 20: width=10, height=11; threshold=10px."
Annotations/levle2_93.xml,"Object 21: width=15, height=10; threshold=10px."
Annotations/levle2_93.xml,"Object 22: width=8, height=10; threshold=10px."
Annotations/levle2_93.xml,"Object 23: width=11, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 24: width=10, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 28: width=10, height=10; threshold=10px."
Annotations/levle2_93.xml,"Object 30: width=10, height=11; threshold=10px."
Annotations/levle2_93.xml,"Object 31: width=10, height=9; threshold=10px."
Annotations/levle2_93.xml,"Object 32: width=10, height=11; threshold=10px."
Annotations/levle3_0.xml,"Object 1: width=8, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 2: width=11, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 3: width=6, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 4: width=9, height=13; threshold=10px."
Annotations/levle3_0.xml,"Object 5: width=16, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 6: width=5, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 8: width=10, height=11; threshold=10px."
Annotations/levle3_0.xml,"Object 9: width=8, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 10: width=5, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 11: width=8, height=6; threshold=10px."
Annotations/levle3_0.xml,"Object 12: width=7, height=11; threshold=10px."
Annotations/levle3_0.xml,"Object 14: width=6, height=7; threshold=10px."
Annotations/levle3_0.xml,"Object 15: width=10, height=7; threshold=10px."
Annotations/levle3_0.xml,"Object 16: width=8, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 17: width=10, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 18: width=10, height=11; threshold=10px."
Annotations/levle3_0.xml,"Object 19: width=6, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 20: width=8, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 21: width=8, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 22: width=8, height=7; threshold=10px."
Annotations/levle3_0.xml,"Object 24: width=8, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 26: width=9, height=13; threshold=10px."
Annotations/levle3_0.xml,"Object 28: width=9, height=12; threshold=10px."
Annotations/levle3_0.xml,"Object 29: width=10, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 30: width=4, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 31: width=9, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 34: width=8, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 35: width=7, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 36: width=12, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 37: width=8, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 38: width=8, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 39: width=10, height=12; threshold=10px."
Annotations/levle3_0.xml,"Object 42: width=8, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 43: width=8, height=14; threshold=10px."
Annotations/levle3_0.xml,"Object 44: width=12, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 46: width=9, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 48: width=8, height=9; threshold=10px."
Annotations/levle3_0.xml,"Object 50: width=7, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 51: width=10, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 52: width=7, height=12; threshold=10px."
Annotations/levle3_0.xml,"Object 54: width=14, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 55: width=15, height=10; threshold=10px."
Annotations/levle3_0.xml,"Object 56: width=8, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 60: width=13, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 62: width=11, height=8; threshold=10px."
Annotations/levle3_0.xml,"Object 64: width=7, height=8; threshold=10px."
Annotations/levle3_1.xml,"Object 3: width=19, height=10; threshold=10px."
Annotations/levle3_10.xml,"Object 5: width=30, height=10; threshold=10px."
Annotations/levle3_10.xml,"Object 15: width=39, height=10; threshold=10px."
Annotations/levle3_100.xml,"Object 7: width=9, height=26; threshold=10px."
Annotations/levle3_100.xml,"Object 54: width=17, height=10; threshold=10px."
Annotations/levle3_107.xml,"Object 7: width=15, height=7; threshold=10px."
Annotations/levle3_107.xml,"Object 11: width=14, height=10; threshold=10px."
Annotations/levle3_107.xml,"Object 19: width=13, height=10; threshold=10px."
Annotations/levle3_107.xml,"Object 21: width=9, height=11; threshold=10px."
Annotations/levle3_107.xml,"Object 45: width=12, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 2: width=13, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 5: width=15, height=10; threshold=10px."
Annotations/levle3_108.xml,"Object 8: width=15, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 10: width=15, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 13: width=16, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 16: width=15, height=8; threshold=10px."
Annotations/levle3_108.xml,"Object 19: width=10, height=12; threshold=10px."
Annotations/levle3_108.xml,"Object 22: width=8, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 27: width=10, height=14; threshold=10px."
Annotations/levle3_108.xml,"Object 28: width=10, height=14; threshold=10px."
Annotations/levle3_108.xml,"Object 36: width=21, height=9; threshold=10px."
Annotations/levle3_108.xml,"Object 40: width=12, height=8; threshold=10px."
Annotations/levle3_108.xml,"Object 49: width=12, height=10; threshold=10px."
Annotations/levle3_108.xml,"Object 53: width=13, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 3: width=8, height=7; threshold=10px."
Annotations/levle3_109.xml,"Object 4: width=9, height=5; threshold=10px."
Annotations/levle3_109.xml,"Object 5: width=8, height=9; threshold=10px."
Annotations/levle3_109.xml,"Object 7: width=8, height=9; threshold=10px."
Annotations/levle3_109.xml,"Object 8: width=13, height=7; threshold=10px."
Annotations/levle3_109.xml,"Object 9: width=9, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 11: width=13, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 14: width=9, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 15: width=9, height=7; threshold=10px."
Annotations/levle3_109.xml,"Object 19: width=10, height=9; threshold=10px."
Annotations/levle3_109.xml,"Object 21: width=16, height=8; threshold=10px."
Annotations/levle3_109.xml,"Object 24: width=15, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 28: width=17, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 33: width=18, height=7; threshold=10px."
Annotations/levle3_109.xml,"Object 35: width=12, height=6; threshold=10px."
Annotations/levle3_109.xml,"Object 36: width=6, height=11; threshold=10px."
Annotations/levle3_109.xml,"Object 43: width=10, height=8; threshold=10px."
Annotations/levle3_109.xml,"Object 45: width=13, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 46: width=9, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 49: width=15, height=10; threshold=10px."
Annotations/levle3_109.xml,"Object 50: width=13, height=8; threshold=10px."
Annotations/levle3_109.xml,"Object 51: width=18, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 4: width=13, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 9: width=16, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 12: width=10, height=12; threshold=10px."
Annotations/levle3_110.xml,"Object 16: width=16, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 30: width=10, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 33: width=11, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 34: width=15, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 35: width=14, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 36: width=15, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 39: width=11, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 42: width=10, height=6; threshold=10px."
Annotations/levle3_110.xml,"Object 44: width=12, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 46: width=13, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 48: width=12, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 50: width=10, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 51: width=13, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 54: width=11, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 57: width=12, height=10; threshold=10px."
Annotations/levle3_110.xml,"Object 59: width=11, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 60: width=12, height=8; threshold=10px."
Annotations/levle3_110.xml,"Object 61: width=6, height=7; threshold=10px."
Annotations/levle3_110.xml,"Object 62: width=7, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 63: width=12, height=9; threshold=10px."
Annotations/levle3_110.xml,"Object 64: width=11, height=10; threshold=10px."
Annotations/levle3_118.xml,"Object 1: width=7, height=11; threshold=10px."
Annotations/levle3_119.xml,"Object 43: width=17, height=10; threshold=10px."
Annotations/levle3_120.xml,"Object 41: width=10, height=11; threshold=10px."
Annotations/levle3_120.xml,"Object 49: width=10, height=13; threshold=10px."
Annotations/levle3_120.xml,"Object 50: width=10, height=11; threshold=10px."
Annotations/levle3_120.xml,"Object 51: width=9, height=17; threshold=10px."
Annotations/levle3_121.xml,"Object 16: width=5, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 1: width=12, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 2: width=13, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 3: width=6, height=12; threshold=10px."
Annotations/levle3_123.xml,"Object 4: width=13, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 5: width=10, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 6: width=9, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 7: width=10, height=12; threshold=10px."
Annotations/levle3_123.xml,"Object 8: width=12, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 9: width=10, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 10: width=6, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 11: width=7, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 12: width=10, height=13; threshold=10px."
Annotations/levle3_123.xml,"Object 13: width=9, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 14: width=10, height=13; threshold=10px."
Annotations/levle3_123.xml,"Object 15: width=8, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 16: width=13, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 17: width=8, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 20: width=13, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 21: width=14, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 22: width=7, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 24: width=14, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 25: width=11, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 27: width=11, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 29: width=11, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 30: width=11, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 31: width=11, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 32: width=9, height=12; threshold=10px."
Annotations/levle3_123.xml,"Object 33: width=10, height=11; threshold=10px."
Annotations/levle3_123.xml,"Object 34: width=10, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 35: width=10, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 36: width=9, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 37: width=8, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 38: width=9, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 39: width=11, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 40: width=10, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 41: width=9, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 42: width=9, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 43: width=8, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 44: width=6, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 45: width=6, height=6; threshold=10px."
Annotations/levle3_123.xml,"Object 46: width=9, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 47: width=7, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 48: width=8, height=8; threshold=10px."
Annotations/levle3_123.xml,"Object 49: width=7, height=7; threshold=10px."
Annotations/levle3_123.xml,"Object 50: width=9, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 51: width=10, height=11; threshold=10px."
Annotations/levle3_123.xml,"Object 52: width=10, height=10; threshold=10px."
Annotations/levle3_123.xml,"Object 53: width=9, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 54: width=8, height=9; threshold=10px."
Annotations/levle3_123.xml,"Object 55: width=8, height=7; threshold=10px."
Annotations/levle3_125.xml,"Object 8: width=7, height=8; threshold=10px."
Annotations/levle3_125.xml,"Object 13: width=9, height=14; threshold=10px."
Annotations/levle3_125.xml,"Object 14: width=8, height=13; threshold=10px."
Annotations/levle3_125.xml,"Object 17: width=13, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 21: width=11, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 22: width=8, height=8; threshold=10px."
Annotations/levle3_125.xml,"Object 23: width=12, height=7; threshold=10px."
Annotations/levle3_125.xml,"Object 25: width=8, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 26: width=11, height=10; threshold=10px."
Annotations/levle3_125.xml,"Object 27: width=10, height=10; threshold=10px."
