image_id,split,source_image_path,source_xml_path,yolo_label_path,source_object_count,converted_object_count,max_coordinate_delta_px,minimum_matched_iou,mean_matched_iou,unmatched_source_boxes,unmatched_converted_boxes,very_small_box_count,duplicate_group_id,duplicate_crosses_split,automated_status,automated_reasons
levle0_117,val,data/raw/acne04/Classification/JPEGImages/levle0_117.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_117.xml,data/processed/acne04_yolo/labels/val/levle0_117.txt,2,2,0.000000,1.000000,1.000000,0,0,0,b257a192234a349684044c442598529d18dcd6830961450fd72620606f967045,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_118,test,data/raw/acne04/Classification/JPEGImages/levle0_118.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_118.xml,data/processed/acne04_yolo/labels/test/levle0_118.txt,1,1,0.000000,1.000000,1.000000,0,0,0,59ae260f2e1fe25b80854c3323ed85976d61d530b60d60b76ddfa7be53489e67,false,PASS,
levle0_119,train,data/raw/acne04/Classification/JPEGImages/levle0_119.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_119.xml,data/processed/acne04_yolo/labels/train/levle0_119.txt,1,1,0.000000,1.000000,1.000000,0,0,0,4cb2a60071e6d4a135c853b3785580895374341a900eddb38114d42677bf9218,false,PASS,
levle0_12,val,data/raw/acne04/Classification/JPEGImages/levle0_12.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_12.xml,data/processed/acne04_yolo/labels/val/levle0_12.txt,1,1,0.000000,1.000000,1.000000,0,0,1,,false,NEEDS_REVIEW,contains_very_small_box
levle0_120,train,data/raw/acne04/Classification/JPEGImages/levle0_120.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_120.xml,data/processed/acne04_yolo/labels/train/levle0_120.txt,4,4,0.000000,1.000000,1.000000,0,0,0,0831ea7a4bc5e0477d5b41eec0553130c4811d8eebb93fc2eb0ce584a7c4a963,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_121,train,data/raw/acne04/Classification/JPEGImages/levle0_121.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_121.xml,data/processed/acne04_yolo/labels/train/levle0_121.txt,5,5,0.000000,1.000000,1.000000,0,0,0,828240b5dd6441a5b7e339b1c4257725175f9d1b6ec01d90a000bbfec1d16be5,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_122,train,data/raw/acne04/Classification/JPEGImages/levle0_122.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_122.xml,data/processed/acne04_yolo/labels/train/levle0_122.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_123,train,data/raw/acne04/Classification/JPEGImages/levle0_123.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_123.xml,data/processed/acne04_yolo/labels/train/levle0_123.txt,1,1,0.000000,1.000000,1.000000,0,0,0,4cb2a60071e6d4a135c853b3785580895374341a900eddb38114d42677bf9218,false,PASS,
levle0_124,test,data/raw/acne04/Classification/JPEGImages/levle0_124.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_124.xml,data/processed/acne04_yolo/labels/test/levle0_124.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_125,train,data/raw/acne04/Classification/JPEGImages/levle0_125.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_125.xml,data/processed/acne04_yolo/labels/train/levle0_125.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_126,train,data/raw/acne04/Classification/JPEGImages/levle0_126.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_126.xml,data/processed/acne04_yolo/labels/train/levle0_126.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_127,train,data/raw/acne04/Classification/JPEGImages/levle0_127.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_127.xml,data/processed/acne04_yolo/labels/train/levle0_127.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_128,train,data/raw/acne04/Classification/JPEGImages/levle0_128.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_128.xml,data/processed/acne04_yolo/labels/train/levle0_128.txt,5,5,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_129,train,data/raw/acne04/Classification/JPEGImages/levle0_129.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_129.xml,data/processed/acne04_yolo/labels/train/levle0_129.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_130,train,data/raw/acne04/Classification/JPEGImages/levle0_130.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_130.xml,data/processed/acne04_yolo/labels/train/levle0_130.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_131,train,data/raw/acne04/Classification/JPEGImages/levle0_131.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_131.xml,data/processed/acne04_yolo/labels/train/levle0_131.txt,2,2,0.000000,1.000000,1.000000,0,0,0,06b2c41628e227aa15415aba6aac881e47eb6c06d74bb9b0b592664e2a81b4a5,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_132,val,data/raw/acne04/Classification/JPEGImages/levle0_132.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_132.xml,data/processed/acne04_yolo/labels/val/levle0_132.txt,1,1,0.000000,1.000000,1.000000,0,0,0,7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,false,PASS,
levle0_133,val,data/raw/acne04/Classification/JPEGImages/levle0_133.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_133.xml,data/processed/acne04_yolo/labels/val/levle0_133.txt,1,1,0.000000,1.000000,1.000000,0,0,0,7c2e546505d3172355ddd7fde7e1ba48553c87a5942ab60537a3c0416237b8f1,false,PASS,
levle0_134,train,data/raw/acne04/Classification/JPEGImages/levle0_134.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_134.xml,data/processed/acne04_yolo/labels/train/levle0_134.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_135,val,data/raw/acne04/Classification/JPEGImages/levle0_135.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_135.xml,data/processed/acne04_yolo/labels/val/levle0_135.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_136,val,data/raw/acne04/Classification/JPEGImages/levle0_136.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_136.xml,data/processed/acne04_yolo/labels/val/levle0_136.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_137,train,data/raw/acne04/Classification/JPEGImages/levle0_137.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_137.xml,data/processed/acne04_yolo/labels/train/levle0_137.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_138,test,data/raw/acne04/Classification/JPEGImages/levle0_138.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_138.xml,data/processed/acne04_yolo/labels/test/levle0_138.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_139,train,data/raw/acne04/Classification/JPEGImages/levle0_139.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_139.xml,data/processed/acne04_yolo/labels/train/levle0_139.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_14,train,data/raw/acne04/Classification/JPEGImages/levle0_14.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_14.xml,data/processed/acne04_yolo/labels/train/levle0_14.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_140,train,data/raw/acne04/Classification/JPEGImages/levle0_140.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_140.xml,data/processed/acne04_yolo/labels/train/levle0_140.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_141,train,data/raw/acne04/Classification/JPEGImages/levle0_141.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_141.xml,data/processed/acne04_yolo/labels/train/levle0_141.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_142,train,data/raw/acne04/Classification/JPEGImages/levle0_142.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_142.xml,data/processed/acne04_yolo/labels/train/levle0_142.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_143,test,data/raw/acne04/Classification/JPEGImages/levle0_143.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_143.xml,data/processed/acne04_yolo/labels/test/levle0_143.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_144,train,data/raw/acne04/Classification/JPEGImages/levle0_144.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_144.xml,data/processed/acne04_yolo/labels/train/levle0_144.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_145,train,data/raw/acne04/Classification/JPEGImages/levle0_145.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_145.xml,data/processed/acne04_yolo/labels/train/levle0_145.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_146,train,data/raw/acne04/Classification/JPEGImages/levle0_146.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_146.xml,data/processed/acne04_yolo/labels/train/levle0_146.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_147,val,data/raw/acne04/Classification/JPEGImages/levle0_147.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_147.xml,data/processed/acne04_yolo/labels/val/levle0_147.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_148,train,data/raw/acne04/Classification/JPEGImages/levle0_148.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_148.xml,data/processed/acne04_yolo/labels/train/levle0_148.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_149,test,data/raw/acne04/Classification/JPEGImages/levle0_149.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_149.xml,data/processed/acne04_yolo/labels/test/levle0_149.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_15,train,data/raw/acne04/Classification/JPEGImages/levle0_15.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_15.xml,data/processed/acne04_yolo/labels/train/levle0_15.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_150,train,data/raw/acne04/Classification/JPEGImages/levle0_150.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_150.xml,data/processed/acne04_yolo/labels/train/levle0_150.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_151,train,data/raw/acne04/Classification/JPEGImages/levle0_151.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_151.xml,data/processed/acne04_yolo/labels/train/levle0_151.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_152,train,data/raw/acne04/Classification/JPEGImages/levle0_152.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_152.xml,data/processed/acne04_yolo/labels/train/levle0_152.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_153,train,data/raw/acne04/Classification/JPEGImages/levle0_153.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_153.xml,data/processed/acne04_yolo/labels/train/levle0_153.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_154,train,data/raw/acne04/Classification/JPEGImages/levle0_154.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_154.xml,data/processed/acne04_yolo/labels/train/levle0_154.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_155,val,data/raw/acne04/Classification/JPEGImages/levle0_155.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_155.xml,data/processed/acne04_yolo/labels/val/levle0_155.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_156,val,data/raw/acne04/Classification/JPEGImages/levle0_156.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_156.xml,data/processed/acne04_yolo/labels/val/levle0_156.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_157,train,data/raw/acne04/Classification/JPEGImages/levle0_157.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_157.xml,data/processed/acne04_yolo/labels/train/levle0_157.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_158,train,data/raw/acne04/Classification/JPEGImages/levle0_158.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_158.xml,data/processed/acne04_yolo/labels/train/levle0_158.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_159,test,data/raw/acne04/Classification/JPEGImages/levle0_159.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_159.xml,data/processed/acne04_yolo/labels/test/levle0_159.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_16,train,data/raw/acne04/Classification/JPEGImages/levle0_16.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_16.xml,data/processed/acne04_yolo/labels/train/levle0_16.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_160,test,data/raw/acne04/Classification/JPEGImages/levle0_160.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_160.xml,data/processed/acne04_yolo/labels/test/levle0_160.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_161,train,data/raw/acne04/Classification/JPEGImages/levle0_161.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_161.xml,data/processed/acne04_yolo/labels/train/levle0_161.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_162,train,data/raw/acne04/Classification/JPEGImages/levle0_162.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_162.xml,data/processed/acne04_yolo/labels/train/levle0_162.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_163,test,data/raw/acne04/Classification/JPEGImages/levle0_163.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_163.xml,data/processed/acne04_yolo/labels/test/levle0_163.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_164,train,data/raw/acne04/Classification/JPEGImages/levle0_164.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_164.xml,data/processed/acne04_yolo/labels/train/levle0_164.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_165,val,data/raw/acne04/Classification/JPEGImages/levle0_165.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_165.xml,data/processed/acne04_yolo/labels/val/levle0_165.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_166,train,data/raw/acne04/Classification/JPEGImages/levle0_166.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_166.xml,data/processed/acne04_yolo/labels/train/levle0_166.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_167,train,data/raw/acne04/Classification/JPEGImages/levle0_167.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_167.xml,data/processed/acne04_yolo/labels/train/levle0_167.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_168,train,data/raw/acne04/Classification/JPEGImages/levle0_168.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_168.xml,data/processed/acne04_yolo/labels/train/levle0_168.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_169,val,data/raw/acne04/Classification/JPEGImages/levle0_169.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_169.xml,data/processed/acne04_yolo/labels/val/levle0_169.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_17,val,data/raw/acne04/Classification/JPEGImages/levle0_17.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_17.xml,data/processed/acne04_yolo/labels/val/levle0_17.txt,4,4,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_170,train,data/raw/acne04/Classification/JPEGImages/levle0_170.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_170.xml,data/processed/acne04_yolo/labels/train/levle0_170.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_171,train,data/raw/acne04/Classification/JPEGImages/levle0_171.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_171.xml,data/processed/acne04_yolo/labels/train/levle0_171.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_172,train,data/raw/acne04/Classification/JPEGImages/levle0_172.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_172.xml,data/processed/acne04_yolo/labels/train/levle0_172.txt,4,4,0.000000,1.000000,1.000000,0,0,0,8e219a67bbef8530223502453b2c1924b89b56e8ca09e6b84120a84354bb8615,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_173,test,data/raw/acne04/Classification/JPEGImages/levle0_173.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_173.xml,data/processed/acne04_yolo/labels/test/levle0_173.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_174,train,data/raw/acne04/Classification/JPEGImages/levle0_174.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_174.xml,data/processed/acne04_yolo/labels/train/levle0_174.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_175,val,data/raw/acne04/Classification/JPEGImages/levle0_175.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_175.xml,data/processed/acne04_yolo/labels/val/levle0_175.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_176,train,data/raw/acne04/Classification/JPEGImages/levle0_176.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_176.xml,data/processed/acne04_yolo/labels/train/levle0_176.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_177,train,data/raw/acne04/Classification/JPEGImages/levle0_177.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_177.xml,data/processed/acne04_yolo/labels/train/levle0_177.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_178,train,data/raw/acne04/Classification/JPEGImages/levle0_178.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_178.xml,data/processed/acne04_yolo/labels/train/levle0_178.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_179,train,data/raw/acne04/Classification/JPEGImages/levle0_179.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_179.xml,data/processed/acne04_yolo/labels/train/levle0_179.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_18,train,data/raw/acne04/Classification/JPEGImages/levle0_18.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_18.xml,data/processed/acne04_yolo/labels/train/levle0_18.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_180,train,data/raw/acne04/Classification/JPEGImages/levle0_180.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_180.xml,data/processed/acne04_yolo/labels/train/levle0_180.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_181,val,data/raw/acne04/Classification/JPEGImages/levle0_181.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_181.xml,data/processed/acne04_yolo/labels/val/levle0_181.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_182,train,data/raw/acne04/Classification/JPEGImages/levle0_182.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_182.xml,data/processed/acne04_yolo/labels/train/levle0_182.txt,3,3,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_183,train,data/raw/acne04/Classification/JPEGImages/levle0_183.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_183.xml,data/processed/acne04_yolo/labels/train/levle0_183.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_184,test,data/raw/acne04/Classification/JPEGImages/levle0_184.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_184.xml,data/processed/acne04_yolo/labels/test/levle0_184.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_185,train,data/raw/acne04/Classification/JPEGImages/levle0_185.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_185.xml,data/processed/acne04_yolo/labels/train/levle0_185.txt,3,3,0.000000,1.000000,1.000000,0,0,0,9d1adbdaf1926dc91901a53e69f56be19045ea7f3f36f557244a7f0367f833d9,false,NEEDS_REVIEW,duplicate_group_annotation_counts_differ
levle0_186,train,data/raw/acne04/Classification/JPEGImages/levle0_186.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_186.xml,data/processed/acne04_yolo/labels/train/levle0_186.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_187,test,data/raw/acne04/Classification/JPEGImages/levle0_187.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_187.xml,data/processed/acne04_yolo/labels/test/levle0_187.txt,1,1,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
levle0_188,train,data/raw/acne04/Classification/JPEGImages/levle0_188.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle0_188.xml,data/processed/acne04_yolo/labels/train/levle0_188.txt,2,2,0.000000,1.000000,1.000000,0,0,0,,false,PASS,
